place_id,name,formatted_address,short_address,street_number,street,district,city,region,postal_code,country,country_code,latitude,longitude,google_maps_url,website,phone,phone_international,rating,user_rating_count,price_level,price_label,business_status,primary_type,primary_type_label,types,opening_hours,open_now,editorial_summary,takeout,delivery,dine_in,reservable,serves_breakfast,serves_lunch,serves_dinner,serves_beer,serves_wine,serves_vegetarian_food,outdoor_seating,good_for_children,wheelchair_accessible_entrance,utc_offset_minutes,plus_code
ChIJQwgbT3eTkkYRmsJi-0sx0s0,Ajde Bre,"Aia tn 10a, 10111 Tallinn, Estonia","Aia tn 10a, Tallinn",10a,Aia tänav,,Tallinn,Harju maakond,10111,Estonia,EE,59.438519799999995,24.751607099999998,https://maps.google.com/?cid=14830970725294326426&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,https://ajdebre.ee/,5661 3685,+372 5661 3685,4.6,170,2,$$,OPERATIONAL,european_restaurant,European Restaurant,"european_restaurant,restaurant,food,point_of_interest,establishment","Monday: 3:00 – 11:00 PM
Tuesday: 3:00 – 11:00 PM
Wednesday: 3:00 – 11:00 PM
Thursday: 3:00 – 11:00 PM
Friday: 3:00 PM – 12:00 AM
Saturday: 3:00 PM – 12:00 AM
Sunday: 3:00 – 11:00 PM",0,,,,,,,,,,,,,,,180,9GF6CQQ2+CJ
ChIJI64XVgCVkkYRYCJ2nZiTQt4,Akadeemia Kohv,"Akadeemia tee 24, 12611 Tallinn, Estonia","Akadeemia tee 24, Tallinn",24,Akadeemia tee,,Tallinn,Harju maakond,12611,Estonia,EE,59.397313499999996,24.666830599999997,https://maps.google.com/?cid=16015525508568982112&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,https://akadeemiakohv.ee/,5686 0674,+372 5686 0674,4.9,214,1,$,OPERATIONAL,coffee_shop,Coffee Shop,"coffee_shop,banquet_hall,dessert_shop,cafe,event_venue,association_or_organization,confectionery,food_store,store,restaurant,food,point_of_interest,establishment","Monday: 9:00 AM – 6:00 PM
Tuesday: 9:00 AM – 6:00 PM
Wednesday: 9:00 AM – 6:00 PM
Thursday: 9:00 AM – 6:00 PM
Friday: 9:00 AM – 6:00 PM
Saturday: 9:00 AM – 6:00 PM
Sunday: 9:00 AM – 4:00 PM",1,,,,,,,,,,,,,,,180,9GF69MW8+WP
ChIJuerd1RiVkkYR2XYYZTp1VSM,Akbana Indian Restaurant,"Rahumäe tee 27, 11614 Tallinn, Estonia","Rahumäe tee 27, Tallinn",27,Rahumäe tee,,Tallinn,Harju maakond,11614,Estonia,EE,59.3887851,24.7028228,https://maps.google.com/?cid=2546070058012538585&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,http://www.akbana.ee/,5389 3837,+372 5389 3837,4.5,564,2,$$,OPERATIONAL,indian_restaurant,Indian Restaurant,"indian_restaurant,bangladeshi_restaurant,fast_food_restaurant,pakistani_restaurant,pizza_restaurant,thai_restaurant,chinese_restaurant,european_restaurant,restaurant,food,point_of_interest,establishment","Monday: 12:00 – 10:00 PM
Tuesday: 12:00 – 10:00 PM
Wednesday: 12:00 – 10:00 PM
Thursday: 12:00 – 10:00 PM
Friday: 12:00 – 10:00 PM
Saturday: 12:00 – 10:00 PM
Sunday: 12:00 – 10:00 PM",0,,,,,,,,,,,,,,,180,9GF69PQ3+G4
ChIJEUgIo8GUkkYR0py4YN2ND_Q,Al Mare Bistroo,"Hallivanamehe tn 4, 11317 Tallinn, Estonia","Hallivanamehe tn 4, Tallinn",4,Hallivanamehe tänav,,Tallinn,Harju maakond,11317,Estonia,EE,59.4092461,24.7343573,https://maps.google.com/?cid=17586431051855076562&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,http://www.almarefood.ee/hallivanamehe/,639 1809,+372 639 1809,4.5,154,1,$,OPERATIONAL,bistro,Bistro,"bistro,breakfast_restaurant,restaurant,food,point_of_interest,establishment","Monday: 9:00 AM – 5:00 PM
Tuesday: 9:00 AM – 5:00 PM
Wednesday: 9:00 AM – 5:00 PM
Thursday: 9:00 AM – 5:00 PM
Friday: 9:00 AM – 5:00 PM
Saturday: Closed
Sunday: Closed",1,,,,,,,,,,,,,,,180,9GF6CP5M+MP
ChIJdZlDjz-UkkYRjuTq8wPrOBg,Al Mare Grill,"Mõisa tn 4, 13522 Tallinn, Estonia","Mõisa tn 4, Tallinn",4,Mõisa tänav,,Tallinn,Harju maakond,13522,Estonia,EE,59.42716,24.655611999999998,https://maps.google.com/?cid=1745403257815753870&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,http://www.almarefood.ee/grill/,615 4107,+372 615 4107,4.3,1259,2,$$,OPERATIONAL,barbecue_restaurant,Barbecue Restaurant,"barbecue_restaurant,restaurant,food,point_of_interest,establishment","Monday: 11:00 AM – 10:00 PM
Tuesday: 11:00 AM – 10:00 PM
Wednesday: 11:00 AM – 10:00 PM
Thursday: 11:00 AM – 10:00 PM
Friday: 11:00 AM – 11:00 PM
Saturday: 11:00 AM – 11:00 PM
Sunday: 11:00 AM – 10:00 PM",1,,,,,,,,,,,,,,,180,9GF6CMG4+V6
ChIJ34RCRBqTkkYRDvNkVD9CwxM,Ala Turca Kebab,"Aia tn 7, 10111 Tallinn, Estonia","Aia tn 7, Tallinn",7,Aia tänav,,Tallinn,Harju maakond,10111,Estonia,EE,59.4380995,24.7510302,https://maps.google.com/?cid=1424054746945483534&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,http://alaturcatallinn.ee/,506 5036,+372 506 5036,4.6,485,1,$,OPERATIONAL,fast_food_restaurant,Fast Food Restaurant,"fast_food_restaurant,hamburger_restaurant,kebab_shop,turkish_restaurant,american_restaurant,restaurant,food,point_of_interest,establishment","Monday: 12:00 PM – 2:00 AM
Tuesday: 12:00 PM – 2:00 AM
Wednesday: 12:00 PM – 2:00 AM
Thursday: 12:00 PM – 2:00 AM
Friday: 12:00 PM – 6:00 AM
Saturday: 12:00 PM – 6:00 AM
Sunday: 12:00 PM – 12:00 AM",1,,,,,,,,,,,,,,,180,9GF6CQQ2+6C
ChIJRxdwJ4STkkYR1ISZlf4LOCE,Alanya Grill Turkish,"Keldrimäe tn 9, 10113 Tallinn, Estonia","Parking lot, Keldrimäe tn 9, Tallinn",9,Keldrimäe tänav,,Tallinn,Harju maakond,10113,Estonia,EE,59.429873,24.766951199999998,https://maps.google.com/?cid=2393676390006883540&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,https://alanyagrill.ee/,5668 8981,+372 5668 8981,4.8,415,2,$$,CLOSED_TEMPORARILY,turkish_restaurant,Turkish Restaurant,"turkish_restaurant,restaurant,food,point_of_interest,establishment",,,,,,,,,,,,,,,,,180,9GF6CQH8+WQ
ChIJZ1gCPgjrkkYRy4xkedQrhf0,Alex Kebab & Baar,"Tartu mnt 79a, 10115 Tallinn, Estonia","Tartu mnt 79a, Tallinn",79a,Tartu maantee,,Tallinn,Harju maakond,10115,Estonia,EE,59.4279332,24.7780058,https://maps.google.com/?cid=18268055655067978955&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,https://alexkebab.ee/,5569 0556,+372 5569 0556,4.6,706,2,$$,CLOSED_TEMPORARILY,turkish_restaurant,Turkish Restaurant,"internet_cafe,fast_food_restaurant,coffee_stand,sports_bar,snack_bar,parking_lot,kebab_shop,turkish_restaurant,meal_takeaway,parking,bar,transportation_service,restaurant,food,service,point_of_interest,establishment",,,,,,,,,,,,,,,,,180,9GF6CQHH+56
ChIJSSLMKhmVkkYRw3Vjw4xmT6o,Alfredi Pub,"Rahumäe tee 25, 11614 Tallinn, Estonia","Rahumäe tee 25, Tallinn",25,Rahumäe tee,,Tallinn,Harju maakond,11614,Estonia,EE,59.38919,24.70245,https://maps.google.com/?cid=12272140264367420867&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,http://alfred.ee/,672 2769,+372 672 2769,4.4,883,2,$$,OPERATIONAL,pub,Pub,"pub,bar,restaurant,food,point_of_interest,establishment","Monday: 11:00 AM – 9:00 PM
Tuesday: 11:00 AM – 9:00 PM
Wednesday: 11:00 AM – 10:00 PM
Thursday: 11:00 AM – 10:00 PM
Friday: 11:00 AM – 12:00 AM
Saturday: 12:00 PM – 12:00 AM
Sunday: 12:00 – 9:00 PM",1,,,,,,,,,,,,,,,180,9GF69PQ2+MX
ChIJoxGiW2GTkkYRE9Cbv-7vvNA,Allee Restoran,"Kanuti tn 2, 10111 Tallinn, Estonia","Kanuti tn 2, Tallinn",2,Kanuti tänav,,Tallinn,Harju maakond,10111,Estonia,EE,59.4400494,24.751543599999998,https://maps.google.com/?cid=15041160664206528531&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,https://www.alleerestoran.ee/,649 3333,+372 649 3333,4.3,196,2,$$,OPERATIONAL,restaurant,Restaurant,"restaurant,food,point_of_interest,establishment","Monday: 12:00 – 10:00 PM
Tuesday: 12:00 – 10:00 PM
Wednesday: 12:00 – 10:00 PM
Thursday: 12:00 – 10:00 PM
Friday: 12:00 – 11:00 PM
Saturday: 12:00 – 11:00 PM
Sunday: 12:00 – 10:00 PM",1,,,,,,,,,,,,,,,180,9GF6CQR2+2J
ChIJv2Y4XGCTkkYRe2q0BStkNvk,"Amarillo Viru, Tallinn","Viru väljak 4, 10111 Tallinn, Estonia","Viru väljak 4, Tallinn",4,Viru väljak,,Tallinn,Harju maakond,10111,Estonia,EE,59.4364892,24.754790699999997,https://maps.google.com/?cid=17957650700128512635&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,https://www.raflaamo.fi/fi/ravintola/tallinna/amarillo-viru-tallinna,5680 9340,+372 5680 9340,3.5,1723,2,$$,OPERATIONAL,restaurant,Restaurant,"restaurant,food,point_of_interest,establishment","Monday: 11:30 AM – 10:00 PM
Tuesday: 11:30 AM – 10:00 PM
Wednesday: 11:30 AM – 10:00 PM
Thursday: 11:30 AM – 10:00 PM
Friday: 11:30 AM – 11:00 PM
Saturday: 11:00 AM – 11:00 PM
Sunday: 11:00 AM – 9:00 PM",1,,,,,,,,,,,,,,,180,9GF6CQP3+HW
ChIJ_7Jwi5CTkkYR6V_1PIs8-zs,Ame Restaurant,"Nunne tn 14, 10133 Tallinn, Estonia","Nunne tn 14, Tallinn",14,Nunne tänav,,Tallinn,Harju maakond,10133,Estonia,EE,59.438907900000004,24.7422881,https://maps.google.com/?cid=4322114836112957417&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,http://www.amerestoran.ee/,677 6776,+372 677 6776,4.7,86,,,OPERATIONAL,restaurant,Restaurant,"restaurant,food,point_of_interest,establishment","Monday: 7:00 – 11:00 AM, 12:00 – 11:00 PM
Tuesday: 7:00 – 11:00 AM, 12:00 – 11:00 PM
Wednesday: 7:00 – 11:00 AM, 12:00 – 11:00 PM
Thursday: 7:00 – 11:00 AM, 12:00 – 11:00 PM
Friday: 7:00 – 11:00 AM, 12:00 – 11:00 PM
Saturday: 7:00 – 11:00 AM, 12:00 – 11:00 PM
Sunday: Closed",1,,,,,,,,,,,,,,,180,9GF6CPQR+HW
ChIJeyxM7XuVkkYRKeF1m6pwHmM,Amici Resto & Pizzeria,"Amici resto & pizzeria, Tartu mnt 84a, 10112 Tallinn, Estonia","Amici resto & pizzeria, Tartu mnt 84a, Tallinn",84a,Tartu maantee,,Tallinn,Harju maakond,10112,Estonia,EE,59.425382,24.7809255,https://maps.google.com/?cid=7142269937111130409&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,https://amici.ee/,523 2315,+372 523 2315,4.5,184,2,$$,CLOSED_TEMPORARILY,italian_restaurant,Italian Restaurant,"italian_restaurant,european_restaurant,restaurant,food,point_of_interest,establishment",,,,,,,,,,,,,,,,,180,9GF6CQGJ+59
ChIJGxvvapiVkkYRXWfvHm8RRhQ,Amijami Sushi Haabersti,"Amijami Sushi, Lahepea tn 11, 10617 Tallinn, Estonia","Amijami Sushi, Lahepea tn 11, Tallinn",11,Lahepea tänav,,Tallinn,Harju maakond,10617,Estonia,EE,59.43325609999999,24.6846797,https://maps.google.com/?cid=1460874298086352733&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,https://tellimus.amijami.ee/amijami-sushi-haabersti,5559 5560,+372 5559 5560,4.5,47,2,$$,OPERATIONAL,sushi_restaurant,Sushi Restaurant,"sushi_restaurant,japanese_restaurant,restaurant,food,point_of_interest,establishment","Monday: 11:30 AM – 10:00 PM
Tuesday: 11:30 AM – 10:00 PM
Wednesday: 11:30 AM – 10:00 PM
Thursday: 11:30 AM – 10:00 PM
Friday: 11:30 AM – 10:00 PM
Saturday: 11:30 AM – 10:00 PM
Sunday: 11:30 AM – 10:00 PM",1,,,,,,,,,,,,,,,180,9GF6CMMM+8V
ChIJk9oxcmmTkkYRrVU51wNlSpQ,Amijami Sushi Kadriorg,"Vesivärava tn 50, 10147 Tallinn, Estonia","Vesivärava tn 50, Tallinn",50,Vesivärava tänav,,Tallinn,Harju maakond,10147,Estonia,EE,59.432665699999994,24.7794913,https://maps.google.com/?cid=10685464133060089261&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,https://tellimus.amijami.ee/amijami-sushi-kadriorg,5690 0010,+372 5690 0010,4.4,216,2,$$,OPERATIONAL,sushi_restaurant,Sushi Restaurant,"sushi_restaurant,japanese_restaurant,restaurant,food,point_of_interest,establishment","Monday: 11:00 AM – 10:00 PM
Tuesday: 11:00 AM – 10:00 PM
Wednesday: 11:00 AM – 10:00 PM
Thursday: 11:00 AM – 10:00 PM
Friday: 11:00 AM – 10:00 PM
Saturday: 11:00 AM – 10:00 PM
Sunday: 11:00 AM – 10:00 PM",1,,,,,,,,,,,,,,,180,9GF6CQMH+3Q
ChIJQWSlI6KUkkYR7K46m6u2iBY,Amijami Sushi Kesklinn,"Ravi tn 13, 10138 Tallinn, Estonia","Ravi tn 13, Tallinn",13,Ravi tänav,,Tallinn,Harju maakond,10138,Estonia,EE,59.427375700000006,24.752662899999997,https://maps.google.com/?cid=1623748513827041004&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,https://tellimus.amijami.ee/amijami-sushi-ravi,5596 3787,+372 5596 3787,4.5,428,2,$$,OPERATIONAL,sushi_restaurant,Sushi Restaurant,"sushi_restaurant,bar,japanese_restaurant,restaurant,food,point_of_interest,establishment","Monday: 11:00 AM – 10:00 PM
Tuesday: 11:00 AM – 10:00 PM
Wednesday: 11:00 AM – 10:00 PM
Thursday: 11:00 AM – 10:00 PM
Friday: 11:00 AM – 10:00 PM
Saturday: 11:00 AM – 10:00 PM
Sunday: 11:00 AM – 10:00 PM",1,,,,,,,,,,,,,,,180,9GF6CQG3+X3
ChIJ42rKwf-VkkYR9vG_Dpe_amw,Amijami Sushi Kristiine,"Kristiine EE, Sõpruse pst 30, 10615 Tallinn, Estonia","Kristiine EE, Sõpruse pst 30, Tallinn",30,Sõpruse puiestee,,Tallinn,Harju maakond,10615,Estonia,EE,59.421586999999995,24.7139223,https://maps.google.com/?cid=7812267159135973878&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,https://tellimus.amijami.ee/amijami-sushi-kristiine,5650 0541,+372 5650 0541,4.4,59,2,$$,OPERATIONAL,sushi_restaurant,Sushi Restaurant,"sushi_restaurant,japanese_restaurant,restaurant,food,point_of_interest,establishment","Monday: 11:00 AM – 10:00 PM
Tuesday: 11:00 AM – 10:00 PM
Wednesday: 11:00 AM – 10:00 PM
Thursday: 11:00 AM – 10:00 PM
Friday: 11:00 AM – 10:00 PM
Saturday: 11:00 AM – 10:00 PM
Sunday: 11:00 AM – 10:00 PM",1,,,,,,,,,,,,,,,180,9GF6CPC7+JH
ChIJeZ4DN4mTkkYRmj-buOkyM3w,Amijami Sushi Põhja-Tallinn,"Marati tn 4a-1, 11712 Tallinn, Estonia","Marati tn 4a-1, Tallinn",4a,Marati tänav,,Tallinn,Harju maakond,11712,Estonia,EE,59.457091399999996,24.674147400000003,https://maps.google.com/?cid=8949552863921258394&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,https://www.amijami.ee/,5835 7555,+372 5835 7555,4.9,37,2,$$,OPERATIONAL,sushi_restaurant,Sushi Restaurant,"sushi_restaurant,japanese_restaurant,restaurant,food,point_of_interest,establishment","Monday: 11:30 AM – 10:00 PM
Tuesday: 11:30 AM – 10:00 PM
Wednesday: 11:30 AM – 10:00 PM
Thursday: 11:30 AM – 10:00 PM
Friday: 11:30 AM – 10:00 PM
Saturday: 11:30 AM – 10:00 PM
Sunday: 11:30 AM – 10:00 PM",1,,,,,,,,,,,,,,,180,9GF6FM4F+RM
